pdbid,-logKd/Ki,protein_name,set,dataset
6en6,7.94,ANGIOTENSIN-CONVERTING ENZYME,general,train
6hai,7.94,ALBICIDIN RESISTANCE PROTEIN,refined,train
1leg,7.95,"H-2 CLASS I HISTOCOMPATIBILITY ANTIGEN, K-B",general,train
1sqb,7.95,UBIQUINOL-CYTOCHROME-C REDUCTASE COMPLEX CORE,general,train
2itp,7.95,EPIDERMAL GROWTH FACTOR RECEPTOR,general,train
3bh8,7.95,"HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, A-2",general,train
3fmq,7.95,METHIONINE AMINOPEPTIDASE 2,general,train
3t85,7.95,CARBONIC ANHYDRASE 2,refined,train
3u7n,7.95,PEPTIDE DEFORMYLASE,general,train
4b7j,7.95,NEURAMINIDASE,refined,train
4bxk,7.95,ANGIOTENSIN-CONVERTING ENZYME,general,train
4knj,7.95,CARBONIC ANHYDRASE 2,refined,train
5n1r,7.95,CARBONIC ANHYDRASE 2,refined,train
5nap,7.95,ACETYLCHOLINESTERASE,refined,train
5uig,7.95,"ADENOSINE RECEPTOR A2A,SOLUBLE CYTOCHROME B562,ADENOSINE",general,train
1epo,7.96,ENDOTHIAPEPSIN,refined,train
1g2k,7.96,HIV-1 PROTEASE,refined,train
1hvh,7.96,HIV-1 PROTEASE,refined,train
1idb,7.96,HIV-2 PROTEASE,general,train
1nzq,7.96,THROMBIN LIGHT CHAIN,general,train
1o3e,7.96,TRYPSIN BETA,general,train
1o3f,7.96,TRYPSIN BETA,refined,train
1o3g,7.96,TRYPSIN BETA,general,train
1qxl,7.96,ADENOSINE DEAMINASE,refined,train
1xom,7.96,"CAMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 4D",general,train
2e1w,7.96,ADENOSINE DEAMINASE,refined,train
2e2b,7.96,TYROSINE-PROTEIN KINASE ABL1,general,train
2eh8,7.96,"HUMANIZED KR127 FAB, LIGHT CHAIN",general,train
2j6m,7.96,EPIDERMAL GROWTH FACTOR RECEPTOR,general,train
2oah,7.96,BETA-SECRETASE 1,general,train
2oc9,7.96,PURINE NUCLEOSIDE PHOSPHORYLASE,general,train
2p3a,7.96,HIV-1 PROTEASE,refined,train
2p83,7.96,BETA-SECRETASE 1,general,train
2q15,7.96,BETA-SECRETASE 1,general,train
2qe4,7.96,ESTROGEN RECEPTOR,refined,test
2x8z,7.96,ANGIOTENSIN-CONVERTING ENZYME,refined,train
2zva,7.96,TYROSINE-PROTEIN KINASE LYN,general,train
3a5y,7.96,LYSYL-TRNA SYNTHETASE,refined,train
3bgq,7.96,SERINE/THREONINE-PROTEIN KINASE PIM-1,refined,train
3e3b,7.96,CASEIN KINASE II SUBUNIT ALPHA,general,train
3ekw,7.96,HIV-1 PROTEASE,refined,train
3fzr,7.96,PROTEIN-TYROSINE KINASE 2 BETA,general,train
3g5d,7.96,TYROSINE-PROTEIN KINASE SRC,general,train
3iok,7.96,TYROSINE-PROTEIN KINASE JAK2,general,train
3iww,7.96,GLUTAMATE CARBOXYPEPTIDASE 2,refined,train
3mhc,7.96,CARBONIC ANHYDRASE 2,refined,train
3ndm,7.96,RHO-ASSOCIATED PROTEIN KINASE 1,general,train
3nnx,7.96,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
3nwb,7.96,CATECHOL O-METHYLTRANSFERASE,general,train
3pp0,7.96,RECEPTOR TYROSINE-PROTEIN KINASE ERBB-2,general,train
3qs1,7.96,PLASMEPSIN-1,general,train
3r4p,7.96,HEAT SHOCK PROTEIN HSP90-ALPHA,refined,train
3rvi,7.96,BETA-SECRETASE 1,general,train
3sni,7.96,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",general,train
3uh4,7.96,TANKYRASE-1,general,train
3uuo,7.96,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",refined,train
3v5j,7.96,TYROSINE-PROTEIN KINASE ITK/TSK,general,train
3vw9,7.96,LACTOYLGLUTATHIONE LYASE,general,train
3w5e,7.96,"CAMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 4B",general,train
4ap7,7.96,HEPATOCYTE GROWTH FACTOR RECEPTOR,refined,train
4bcj,7.96,CYCLIN-DEPENDENT KINASE 9,general,train
4g2j,7.96,"CGMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE-9",general,train
4j2t,7.96,"SARCOPLASMIC/ENDOPLASMIC RETICULUM CALCIUM ATPASE 1, SERCA1A",general,train
4jbs,7.96,ENDOPLASMIC RETICULUM AMINOPEPTIDASE 2,general,train
4k3n,7.96,M17 LEUCYL AMINOPEPTIDASE,refined,train
4m4q,7.96,POLYMERASE PA,general,train
4m5u,7.96,POLYMERASE PA,general,train
4ncg,7.96,HIV-1 REVERSE TRANSCRIPTASE/RIBONUCLEASE H,general,train
4ngp,7.96,GLUTAMATE CARBOXYPEPTIDASE 2,refined,train
4pp7,7.96,SERINE/THREONINE-PROTEIN KINASE B-RAF,general,train
4q15,7.96,PROLINE--TRNA LIGASE,general,train
4r59,7.96,CARBONIC ANHYDRASE 2,refined,train
4r7m,7.96,M17 LEUCYL AMINOPEPTIDASE,general,train
4uff,7.96,THROMBIN LIGHT CHAIN,general,train
4uvx,7.96,TANKYRASE-2,general,train
4uxb,7.96,POLY [ADP-RIBOSE] POLYMERASE 1,general,train
4y46,7.96,MITOGEN-ACTIVATED PROTEIN KINASE 10,general,train
4y79,7.96,COAGULATION FACTOR X,refined,train
4y8c,7.96,"CGMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE-9",general,train
4yhz,7.96,FAB HEAVY CHAIN,general,train
4yt6,7.96,COAGULATION FACTOR VII (HEAVY CHAIN),general,train
4yv8,7.96,CATHEPSIN K,general,train
4zam,7.96,BETA-LACTAMASE SHV-1,general,train
5ajx,7.96,"6-PHOSPHOFRUCTO-2-KINASE/FRUCTOSE-2,6-BISPHOSPHATAS",general,train
5ea7,7.96,FUSION GLYCOPROTEIN F0,general,train
5fao,7.96,BETA-LACTAMASE,general,train
5h0b,7.96,TYROSINE-PROTEIN KINASE HCK,general,train
5jgd,7.96,TAK1 KINASE - TAB1 CHIMERA FUSION PROTEIN,general,train
5ji6,7.96,METHIONINE AMINOPEPTIDASE 2,general,train
5n84,7.96,DUAL SPECIFICITY PROTEIN KINASE TTK,refined,train
5o83,7.96,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE",general,train
5qcl,7.96,COAGULATION FACTOR XI,general,train
5ta2,7.96,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE A,refined,train
5u8f,7.96,POLYCOMB PROTEIN EED,general,train
5vc5,7.96,WEE1-LIKE PROTEIN KINASE,general,train
5wqa,7.96,"CAMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 4D",general,train
5xv7,7.96,SERINE-ARGININE (SR) PROTEIN KINASE 1,general,train
6chn,7.96,PHOSPHOPANTETHEINE ADENYLYLTRANSFERASE,general,train
6dhc,7.96,BETA-SECRETASE 1,general,train
6dvl,7.96,HDAC6 PROTEIN,general,train
6eqm,7.96,BETA-SECRETASE 1,general,train
6fyv,7.96,DUAL SPECIFICITY PROTEIN KINASE CLK4,general,train
6g93,7.96,MITOGEN-ACTIVATED PROTEIN KINASE 1,general,train
6gl3,7.96,"PHOSPHATIDYLINOSITOL 4-KINASE BETA,PHOSPHATIDYLINOSITOL 4",general,train
6h3k,7.96,DUAL SPECIFICITY PROTEIN KINASE TTK,general,train
6iiu,7.96,"SOLUBLE CYTOCHROME B562,THROMBOXANE A2 RECEPTOR,RUBREDOXIN",refined,train
3amv,7.97,GLYCOGEN PHOSPHORYLASE,general,train
3fmr,7.97,METHIONINE AMINOPEPTIDASE 2,general,train
3ldw,7.97,FARNESYL PYROPHOSPHATE SYNTHASE,general,train
4x1f,7.97,NUCLEAR RECEPTOR SUBFAMILY 1 GROUP I MEMBER 2,general,train
5ap1,7.97,DUAL SPECIFICITY PROTEIN KINASE TTK,general,train
5ap5,7.97,DUAL SPECIFICITY PROTEIN KINASE TTK,general,train
5lxc,7.97,DUAL SPECIFICITY TYROSINE-PHOSPHORYLATION-REGULATED KINASE,general,train
4gto,7.98,FARNESYLTRANSFERASE/GERANYLGERANYLTRANSFERA,general,train
5twl,7.98,MATERNAL EMBRYONIC LEUCINE ZIPPER KINASE,general,train
1mf4,7.99,PHOSPHOLIPASE A2,general,train
3oyq,7.99,CARBONIC ANHYDRASE 2,refined,train
4z07,7.99,CGMP-DEPENDENT PROTEIN KINASE 1,refined,train
5n1s,7.99,CARBONIC ANHYDRASE 2,refined,train
5nxp,7.99,CARBONIC ANHYDRASE 2,refined,train
1a4k,8.0,ANTIBODY FAB FRAGMENT,refined,train
1apw,8.0,PENICILLOPEPSIN,general,train
1ayv,8.0,CATHEPSIN K,general,train
1b57,8.0,PROTEIN (FRUCTOSE-BISPHOSPHATE ALDOLASE II),refined,train
1b5g,8.0,THROMBIN ALPHA,general,train
1bzs,8.0,NEUTROPHIL COLLAGENASE,general,train
1dqn,8.0,GUANINE PHOSPHORIBOSYLTRANSFERASE,refined,train
1fkg,8.0,FK506-BINDING PROTEIN (FKBP),refined,train
1fpp,8.0,FARNESYLTRANSFERASE,general,train
1fvv,8.0,CYCLIN-DEPENDENT KINASE 2,general,train
1g2a,8.0,PEPTIDE DEFORMYLASE,general,train
1gaf,8.0,CHIMERIC 48G7 FAB,refined,train
1gai,8.0,GLUCOAMYLASE-471,refined,train
1i5d,8.0,CHEMOTAXIS PROTEIN CHEA,general,train
1nc6,8.0,TRYPSINOGEN,general,train
1o46,8.0,TYROSINE-PROTEIN KINASE SRC,general,train
1qin,8.0,LACTOYLGLUTATHIONE LYASE,refined,train
1r0p,8.0,HEPATOCYTE GROWTH FACTOR RECEPTOR,refined,train
1rmz,8.0,MACROPHAGE METALLOELASTASE (MMP-12),refined,train
1sm2,8.0,TYROSINE-PROTEIN KINASE ITK/TSK,general,train
1tkb,8.0,TRANSKETOLASE,refined,train
1tps,8.0,TRYPSIN,general,train
1utr,8.0,UTEROGLOBIN,general,train
1vyg,8.0,FATTY ACID-BINDING PROTEIN,refined,train
1xws,8.0,SERINE/THREONINE-PROTEIN KINASE PIM-1,refined,train
1ycm,8.0,MACROPHAGE METALLOELASTASE,general,train
1yhs,8.0,SERINE/THREONINE-PROTEIN KINASE,general,train
1ym2,8.0,BETA-SECRETASE 1,general,train
1ypg,8.0,THROMBIN LIGHT CHAIN,refined,train
1yw8,8.0,METHIONINE AMINOPEPTIDASE 2,general,train
1z3j,8.0,MACROPHAGE METALLOELASTASE,general,train
2ama,8.0,ANDROGEN RECEPTOR,general,test
2e94,8.0,GERANYLGERANYL PYROPHOSPHATE SYNTHETASE,refined,train
2hah,8.0,RETROPEPSIN,refined,train
2p4i,8.0,ANGIOPOIETIN-1 RECEPTOR,general,train
2r3j,8.0,CELL DIVISION PROTEIN KINASE 2,general,train
2r3m,8.0,CELL DIVISION PROTEIN KINASE 2,general,train
2r6f,8.0,EXCINUCLEASE ABC SUBUNIT A,general,train
2vnt,8.0,UROKINASE-TYPE PLASMINOGEN ACTIVATOR,refined,train
2vwn,8.0,COAGULATION FACTOR XA,refined,train
2w1c,8.0,SERINE/THREONINE-PROTEIN KINASE 6,general,train
2wev,8.0,CELL DIVISION PROTEIN KINASE 2,general,train
2xbw,8.0,COAGULATION FACTOR XA,refined,train
2ymt,8.0,AP-1 COMPLEX SUBUNIT GAMMA-LIKE 2,general,train
2z8e,8.0,GALACTO-N-BIOSE/LACTO-N-BIOSE I TRANSPORTER,general,train
3b92,8.0,"TNF-ALPHA-CONVERTING ENZYME, ADAM 17",refined,train
3c9e,8.0,CATHEPSIN K,general,train
3co9,8.0,RNA-DIRECTED RNA POLYMERASE,general,train
3cvk,8.0,RNA-DIRECTED RNA POLYMERASE,general,train
3cwj,8.0,RNA-DIRECTED RNA POLYMERASE,general,train
3cyx,8.0,HIV-1 PROTEASE,refined,train
3d5m,8.0,RNA-DIRECTED RNA POLYMERASE,general,train
3dba,8.0,"CONE CGMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE SUBUNIT",general,train
3dej,8.0,CASPASE-3,general,train
3e92,8.0,MITOGEN-ACTIVATED PROTEIN KINASE 14,refined,train
3fc1,8.0,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
3fur,8.0,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA,refined,train
3gkz,8.0,ANTI-METHAMPHETAMINE SINGLE CHAIN FV,refined,train
3gur,8.0,GLUTATHIONE S-TRANSFERASE MU 2,general,train
3gvu,8.0,TYROSINE-PROTEIN KINASE ABL2,refined,train
3gzn,8.0,NEDD8-ACTIVATING ENZYME E1 REGULATORY SUBUNIT,general,train
3hs4,8.0,CARBONIC ANHYDRASE 2,refined,train
3hx3,8.0,RETINALDEHYDE-BINDING PROTEIN 1,general,train
3k97,8.0,HEAT SHOCK PROTEIN HSP90-ALPHA,refined,train
3l0e,8.0,OXYSTEROLS RECEPTOR LXR-BETA,general,train
3l8x,8.0,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
3nga,8.0,"CASEIN KINASE II, ALPHA SUBUNIT",general,train
3oy0,8.0,CARBONIC ANHYDRASE 2,refined,train
3qd3,8.0,3-PHOSPHOINOSITIDE-DEPENDENT PROTEIN KINASE 1,general,train
3rey,8.0,ADENOSINE RECEPTOR A2A,general,train
3rwd,8.0,MAJOR HISTOCOMPATIBILITY COMPLEX CLASS I,general,train
3s7m,8.0,BETA-SECRETASE 1,general,train
3sio,8.0,ACETYLCHOLINE RECEPTOR,refined,train
3t0x,8.0,IMMUNOGLOBULIN VARIABLE LAMBDA DOMAIN M8VLA4(S55P),refined,train
3zcl,8.0,HEPATOCYTE GROWTH FACTOR RECEPTOR,refined,train
4a6l,8.0,TRYPTASE ALPHA/BETA-1,refined,train
4ap0,8.0,KINESIN-LIKE PROTEIN KIF11,general,train
4axa,8.0,"CAMP-DEPENDENT PROTEIN KINASE, ALPHA-CATALYTIC",general,train
4bxn,8.0,KINESIN-LIKE PROTEIN KIF11,general,train
4d08,8.0,"CGMP-DEPENDENT 3',5'-CYCLIC PHOSPHODIESTERASE",general,train
4dr9,8.0,PEPTIDE DEFORMYLASE,general,train
4ehz,8.0,TYROSINE-PROTEIN KINASE JAK1,refined,train
4f7l,8.0,CYCLIN-DEPENDENT KINASE 8,general,train
4g8l,8.0,2-5A-DEPENDENT RIBONUCLEASE,general,train
4hcu,8.0,TYROSINE-PROTEIN KINASE ITK/TSK,general,train
4ht0,8.0,CARBONIC ANHYDRASE 2,refined,train
4jjf,8.0,"5,10-METHENYLTETRAHYDROMETHANOPTERIN HYDROGENASE",general,train
4jyu,8.0,COAGULATION FACTOR VII LIGHT CHAIN,general,train
4kfp,8.0,NICOTINAMIDE PHOSPHORIBOSYLTRANSFERASE,general,train
4knm,8.0,CARBONIC ANHYDRASE 13,refined,train
4l4m,8.0,NICOTINAMIDE PHOSPHORIBOSYLTRANSFERASE,general,train
4lp0,8.0,"TOPOISOMERASE IV, SUBUNIT B",general,train
4lpb,8.0,"TOPOISOMERASE IV, SUBUNIT B",general,train
4lv2,8.0,BETA-LACTAMASE,general,train
4mb9,8.0,"TOPOISOMERASE IV, SUBUNIT B",general,train
4mo8,8.0,CARBONIC ANHYDRASE 2,refined,train
4o2c,8.0,HLA CLASS I HISTOCOMPATIBILITY ANTIGEN,refined,train
4o2e,8.0,"HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, B-39 ALPHA CHAIN",general,train
4o9v,8.0,SUPPRESSOR OF TUMORIGENICITY 14,refined,train
4poh,8.0,RETINOIC ACID RECEPTOR RXR-ALPHA,refined,train
4pzh,8.0,CARBONIC ANHYDRASE 2,general,train
4qg7,8.0,THYMIDYLATE KINASE,general,train
4qmt,8.0,SERINE/THREONINE-PROTEIN KINASE 24,general,train
4twt,8.0,TUMOR NECROSIS FACTOR (TNF-ALPHA),general,train
4u45,8.0,MITOGEN-ACTIVATED PROTEIN KINASE 4,general,train
4ue1,8.0,E3 UBIQUITIN-PROTEIN LIGASE MDM2,general,train
4ufu,8.0,TANKYRASE-2,general,train
4ujb,8.0,CAMP-DEPENDENT PROTEIN KINASE,refined,train
4x6i,8.0,CATHEPSIN K,general,train
4yff,8.0,SERINE/THREONINE-PROTEIN KINASE TNNI3K,general,train
4ykn,8.0,PHOSPHATIDYLINOSITOL 3-KINASE REGULATORY SUBUNIT AL,general,train
4zjj,8.0,SERINE/THREONINE-PROTEIN KINASE PAK 1,general,train
4zt2,8.0,METHIONYL-TRNA SYNTHETASE,general,train
4zt3,8.0,METHIONYL-TRNA SYNTHETASE,general,train
4zt4,8.0,METHIONYL-TRNA SYNTHETASE,general,train
4zt5,8.0,METHIONYL-TRNA SYNTHETASE,general,train
4zt6,8.0,METHIONYL-TRNA SYNTHETASE,general,train
4zt7,8.0,METHIONYL-TRNA SYNTHETASE,general,train
4zx0,8.0,CARBONIC ANHYDRASE 2,refined,train
5a5d,8.0,ENTEROCHELIN UPTAKE PERIPLASMIC BINDING PROTEIN,general,train
5bml,8.0,RHO-ASSOCIATED PROTEIN KINASE 1,general,train
5ceh,8.0,LYSINE-SPECIFIC DEMETHYLASE 5A,general,train
5czb,8.0,HCV NS5B POLYMERASE,general,train
5dsx,8.0,"HISTONE-LYSINE N-METHYLTRANSFERASE, H3 LYSINE-79 SPECIFIC",general,train
5eqy,8.0,CHOLINE KINASE ALPHA,refined,train
5fap,8.0,BETA-LACTAMASE,general,train
5ftq,8.0,ALK TYROSINE KINASE RECEPTOR,general,train
5hex,8.0,HEXOKINASE-2,general,train
5hx6,8.0,RECEPTOR-INTERACTING SERINE/THREONINE-PROTEIN KINASE 1,general,train
5lj0,8.0,ATPASE FAMILY AAA DOMAIN-CONTAINING PROTEIN 2,general,train
5ml5,8.0,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
5mra,8.0,SORCIN,general,train
5nwd,8.0,TANKYRASE-2,general,train
5o22,8.0,BIFUNCTIONAL PROTEIN FOLD,general,train
5o7e,8.0,COLH PROTEIN,general,train
5ows,8.0,TANKYRASE-2,general,train
5t4f,8.0,DIPEPTIDYL PEPTIDASE 4,general,train
5trs,8.0,PROTEASOME SUBUNIT ALPHA,general,train
5w0q,8.0,CREB-BINDING PROTEIN,general,train
5w85,8.0,INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE 4,general,train
5web,8.0,POLYMERASE ACIDIC PROTEIN,general,train
5wfz,8.0,POLYMERASE ACIDIC PROTEIN,general,train
6df7,8.0,TRANSCRIPTION INITIATION FACTOR TFIID SUBUNIT 1,general,train
6eq8,8.0,PERIPLASMIC ALPHA-GALACTOSIDE-BINDING PROTEIN,refined,train
6fkq,8.0,NETRIN-1,general,train
6gn1,8.0,GLYCOGEN SYNTHASE KINASE-3 BETA,general,train
8abp,8.0,L-ARABINOSE-BINDING PROTEIN,general,train
9abp,8.0,L-ARABINOSE-BINDING PROTEIN,general,train
1m5b,8.01,GLUTAMATE RECEPTOR 2,general,train
1v7a,8.01,ADENOSINE DEAMINASE,refined,train
2cc7,8.01,"DODECIN, VNG1446H",refined,train
2pj1,8.01,CARBOXYPEPTIDASE B,general,train
3p44,8.01,CARBONIC ANHYDRASE 2,general,train
3vje,8.01,DEHYDROSQUALENE SYNTHASE,refined,train
4muw,8.01,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",general,train
4xg6,8.01,TYROSINE-PROTEIN KINASE SYK,general,train
4zyq,8.01,PROBABLE M17 FAMILY AMINOPEPTIDASE,general,train
5f95,8.01,GLYCOGEN SYNTHASE KINASE-3 BETA,general,train
5g10,8.01,HDAH,general,train
5ntk,8.01,NUCLEAR RECEPTOR ROR-GAMMA,general,train
6gzd,8.01,CASEIN KINASE I ISOFORM ALPHA,refined,train
1b7h,8.02,OLIGO-PEPTIDE BINDING PROTEIN,refined,train
2cet,8.02,BETA-GLUCOSIDASE A,refined,train
2zdt,8.02,MITOGEN-ACTIVATED PROTEIN KINASE 10,general,train
3iit,8.02,"COAGULATION FACTOR XA, HEAVY CHAIN",general,train
3n4c,8.02,CATHEPSIN S,general,train
3v49,8.02,ANDROGEN RECEPTOR,general,test
4n00,8.02,BETA-SECRETASE 1,general,train
4uye,8.02,PEREGRIN,refined,train
4yes,8.02,THROMBIN LIGHT CHAIN,refined,train
5q1a,8.02,BILE ACID RECEPTOR,general,train
5v5n,8.02,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE 7,general,train
6ay3,8.02,CREB-BINDING PROTEIN,general,train
6fii,8.02,TUBULIN ALPHA-1B CHAIN,general,train
1z6j,8.03,COAGULATION FACTOR VII,general,train
4elf,8.03,DIHYDROFOLATE REDUCTASE,refined,train
4x5y,8.03,MENIN,refined,train
5e2k,8.03,CARBONIC ANHYDRASE 2,refined,train
5t4h,8.03,DIPEPTIDYL PEPTIDASE 4,general,train
5uwl,8.03,COLLAGENASE 3,general,train
6bfn,8.03,INTERLEUKIN-1 RECEPTOR-ASSOCIATED KINASE 1,general,train
6do3,8.03,KELCH DOMAIN-CONTAINING PROTEIN 2,general,train
1mpa,8.04,MN12H2 IGG2A-KAPPA,general,train
1rhj,8.04,CASPASE-3,general,train
2mpa,8.04,MN12H2 IGG2A-KAPPA,general,train
3at3,8.04,"CASEIN KINASE II, ALPHA SUBUNIT",general,train
3vzv,8.04,E3 UBIQUITIN-PROTEIN LIGASE MDM2,general,train
4gtm,8.04,FARNESYLTRANSFERASE/GERANYLGERANYLTRANSFERA,general,train
4m2u,8.04,CARBONIC ANHYDRASE 2,refined,train
4q1f,8.04,DEOXYCYTIDINE KINASE,general,train
4zy0,8.04,PROBABLE M17 FAMILY AMINOPEPTIDASE,general,train
4zz2,8.04,TRIFUNCTIONAL PURINE BIOSYNTHETIC PROTEIN ADENOSINE,general,train
5k1i,8.04,"CAMP-SPECIFIC 3',5'-CYCLIC PHOSPHODIESTERASE 4D",general,train
5t3n,8.04,CAMP-DEPENDENT PROTEIN KINASE REGULATORY SUBUNIT,general,train
5tmn,8.04,THERMOLYSIN,refined,train
5uhi,8.04,NUCLEAR RECEPTOR ROR-GAMMA,general,train
5w6e,8.04,"CALCIUM/CALMODULIN-DEPENDENT 3',5'-CYCLIC NUCLEOTIDE",general,train
1hih,8.05,HIV-1 PROTEASE,refined,train
1hrn,8.05,RENIN,general,train
1jjt,8.05,BETA-LACTAMASE IMP-1,general,train
1ke7,8.05,CELL DIVISION PROTEIN KINASE 2,general,train
1lqd,8.05,COAGULATION FACTOR XA,general,train
1o42,8.05,TYROSINE-PROTEIN KINASE SRC,general,train
1ong,8.05,BETA-LACTAMASE SHV-1,general,train
1qj1,8.05,THROMBIN,general,train
1sjh,8.05,"HLA CLASS II HISTOCOMPATIBILITY ANTIGEN, DR ALPHA CHAIN",general,train
1vyf,8.05,FATTY ACID-BINDING PROTEIN,refined,train
1x7r,8.05,ESTROGEN RECEPTOR ALPHA,general,train
2b9a,8.05,TRANSTHYRETIN,refined,train
2bqv,8.05,HIV-1 PROTEASE,refined,train
2i0h,8.05,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
2iw9,8.05,CELL DIVISION PROTEIN KINASE 2,general,train
2jjk,8.05,"FRUCTOSE-1,6-BISPHOSPHATASE 1",general,train
2jkh,8.05,COAGULATION FACTOR XA,refined,train
2no3,8.05,MITOGEN-ACTIVATED PROTEIN KINASE 8,general,train
2wxh,8.05,"PHOSPHATIDYLINOSITOL-4,5-BISPHOSPHATE 3-KINASE",general,train
2xc4,8.05,COAGULATION FACTOR XA,refined,train
2xcg,8.05,AMINE OXIDASE [FLAVIN-CONTAINING] B,general,train
2xm9,8.05,SERINE/THREONINE-PROTEIN KINASE CHK2,general,train
2xxt,8.05,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 2",refined,train
2y80,8.05,COAGULATION FACTOR XA,refined,train
2z60,8.05,TYROSINE-PROTEIN KINASE ABL1,general,train
2zv9,8.05,TYROSINE-PROTEIN KINASE LYN,general,train
3ag9,8.05,CAMP-DEPENDENT PROTEIN KINASE,refined,train
3cd8,8.05,HEPATOCYTE GROWTH FACTOR RECEPTOR,general,train
3emg,8.05,TYROSINE-PROTEIN KINASE SYK,general,train
3ens,8.05,"COAGULATION FACTOR X, LIGHT CHAIN",general,train
3eqy,8.05,PROTEIN MDM4,general,train
3ml2,8.05,CARBONIC ANHYDRASE 2,refined,train
3mwu,8.05,CALMODULIN-DOMAIN PROTEIN KINASE 1,general,train
3nnw,8.05,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
3ot8,8.05,SERINE/THREONINE-PROTEIN KINASE CHK1,general,train
3oys,8.05,CARBONIC ANHYDRASE 2,general,train
3qkl,8.05,RAC-ALPHA SERINE/THREONINE-PROTEIN KINASE,general,train
3txo,8.05,PROTEIN KINASE C ETA TYPE,general,train
3u8l,8.05,ACETYLCHOLINE-BINDING PROTEIN,refined,train
4a4o,8.05,SERINE/THREONINE-PROTEIN KINASE PLK1,general,train
4aa4,8.05,MITOGEN-ACTIVATED PROTEIN KINASE 14,general,train
4b8y,8.05,FHUD2,refined,train
4bcc,8.05,PROLYL ENDOPEPTIDASE,general,train
4byi,8.05,AURORA KINASE A,general,train
4hdb,8.05,HIV-1 PROTEASE,refined,train
4mk9,8.05,RNA-DIRECTED RNA POLYMERASE,general,train
4o4g,8.05,HIV-1 REVERSE TRANSCRIPTASE P66 SUBUNIT,general,train
4ogv,8.05,E3 UBIQUITIN-PROTEIN LIGASE MDM2,general,train
4oth,8.05,SERINE/THREONINE-PROTEIN KINASE N1,general,train
4q19,8.05,DEOXYCYTIDINE KINASE,refined,train
4qhp,8.05,AMINOPEPTIDASE N,general,train
4rfd,8.05,CARBONIC ANHYDRASE 2,refined,train
4urm,8.05,DNA GYRASE SUBUNIT B,general,train
4wmc,8.05,BETA-LACTAMASE,general,train
4x7l,8.05,EUKARYOTIC TRANSLATION INITIATION FACTOR 2-ALPHA KINASE 3,general,train
4y8d,8.05,CYCLIN-G-ASSOCIATED KINASE,general,train
4yqh,8.05,"CAMP AND CAMP-INHIBITED CGMP 3',5'-CYCLIC PHOSPHODIESTERASE",general,train
4zhm,8.05,UROKINASE-TYPE PLASMINOGEN ACTIVATOR,general,train
4zyy,8.05,TRIFUNCTIONAL PURINE BIOSYNTHETIC PROTEIN ADENOSINE-3,general,train
5abg,8.05,O-GLCNACASE BT_4395,general,train
5cxa,8.05,MACROPHAGE METALLOELASTASE (MMP-12),refined,train
5ece,8.05,TANKYRASE-1,general,train
5fxs,8.05,INSULIN-LIKE GROWTH FACTOR 1 RECEPTOR,general,train
5i9z,8.05,EPHRIN TYPE-A RECEPTOR 2,refined,train
5iha,8.05,MATERNAL EMBRYONIC LEUCINE ZIPPER KINASE,general,train
5j87,8.05,TYROSINE-PROTEIN KINASE BTK,general,train
5k5n,8.05,GLYCOGEN SYNTHASE KINASE-3 BETA,general,train
5kq5,8.05,5'-AMP-ACTIVATED PROTEIN KINASE CATALYTIC SUBUNIT A,general,train
5ld8,8.05,3-OXOACYL-[ACYL-CARRIER-PROTEIN] SYNTHASE 1,refined,train
5ni5,8.05,NUCLEAR RECEPTOR ROR-GAMMA,general,train
5o45,8.05,PROGRAMMED CELL DEATH 1 LIGAND 1,general,train
5oci,8.05,HEAT SHOCK PROTEIN HSP90-ALPHA,general,train
5q15,8.05,BILE ACID RECEPTOR,general,train
5upe,8.05,NICOTINAMIDE PHOSPHORIBOSYLTRANSFERASE,refined,train
5w7u,8.05,POLYMERASE ACIDIC PROTEIN,general,train
5xvg,8.05,SERINE/THREONINE-PROTEIN KINASE PAK 4,refined,train
